	name2	chrom	cdsStart	cdsEnd
1320374	AL445645.1	chr9	132768965	132770212
1320378	SPACA9	chr9	132878027	132890201
1320420	TSC1	chr9	132891348	132946874
1321704	GFI1B	chr9	132944000	132991687
1321814	GTF3C5	chr9	133030675	133058503
1321970	CEL	chr9	133061978	133071861
1321998	RALGDS	chr9	133097720	133149334
1322309	GBGT1	chr9	133152948	133163933
1322472	OBP2B	chr9	133205277	133209250
1322560	ABO	chr9	133250401	133276024
1322623	SURF6	chr9	133328776	133336188
1322642	MED22	chr9	133338312	133348131
1322752	RPL7A	chr9	133348218	133351426
1322845	SURF1	chr9	133351758	133356676
1322908	SURF2	chr9	133356550	133361158
1322935	SURF4	chr9	133361450	133376166
1323053	STKLD1	chr9	133376366	133406096
1323108	REXO4	chr9	133406059	133418096
1323183	ADAMTS13	chr9	133414358	133459402
1323569	CACFD1	chr9	133459965	133470848
1323652	SLC2A6	chr9	133471094	133479127
1323734	MYMK	chr9	133514586	133528612
1323755	ADAMTSL2	chr9	133532164	133575519
1323928	FAM163B	chr9	133578415	133586197
1323949	AC002101.1	chr9	133611798	133633099
1323953	DBH	chr9	133636363	133659329
1323990	DBH-AS1	chr9	133654586	133657313
1323994	SARDH	chr9	133663560	133739955
1324227	VAV2	chr9	133761894	133992604
1324422	BRD3OS	chr9	134025481	134034666
1324464	BRD3	chr9	134030305	134068535
1324543	AL445931.1	chr9	134054290	134058805
1324548	BX649632.1	chr9	134132242	134135772
1324555	WDR5	chr9	134135365	134159968
1324613	BX649601.1	chr9	134168769	134169340
1324616	LINC02247	chr9	134293931	134295397
1324620	RXRA	chr9	134317098	134440585
1324695	AL669970.1	chr9	134505472	134521442
1324700	AL669970.3	chr9	134527182	134545244
1324704	AL669970.2	chr9	134552738	134553897
1324708	COL5A1	chr9	134641774	134844843
1325016	COL5A1-AS1	chr9	134649385	134653073
1325020	AL645768.1	chr9	134770651	134775671
1325024	FCN2	chr9	134880810	134887523
1325065	FCN1	chr9	134903232	134917912
1325110	AL353611.1	chr9	134936524	134943207
1325129	OLFM1	chr9	135075422	135121179
1325272	AL390778.1	chr9	135204722	135237597
1325276	AL390778.2	chr9	135245696	135252708
1325280	C9orf62	chr9	135343249	135346562
1325285	AL353615.1	chr9	135352673	135354284
1325298	PPP1R26-AS1	chr9	135462727	135480777
1325318	PPP1R26	chr9	135479079	135488893
1325384	C9orf116	chr9	135495181	135501734
1325432	MRPS2	chr9	135499984	135504673
1325493	AL161452.1	chr9	135503273	135506447
1325498	LCN1	chr9	135521438	135526532
1325537	OBP2A	chr9	135546139	135549969
1325667	PAEP	chr9	135561756	135566955
1325815	LINC01502	chr9	135574935	135587112
1325832	AL354761.1	chr9	135604345	135618952
1325855	GLT6D1	chr9	135623648	135639540
1325888	LCN9	chr9	135663322	135666422
1325932	SOHLH1	chr9	135693407	135699528
1325973	KCNT1	chr9	135702185	135795508
1326832	CAMSAP1	chr9	135808487	135907546
1326987	AL355574.1	chr9	135907812	135916126
1326995	UBAC1	chr9	135932969	135961373
1327047	NACC2	chr9	136006537	136095289
1327083	LINC02846	chr9	136107808	136109424
1327089	TMEM250	chr9	136114581	136118875
1327133	AL138781.1	chr9	136122521	136124363
1327136	LHX3	chr9	136196250	136205128
1327194	QSOX2	chr9	136206333	136245841
1327239	CCDC187	chr9	136249971	136306901
1327378	CR392000.2	chr9	136263925	136267237
1327382	AC174065.1	chr9	136322303	136327323
1327387	GPSM1	chr9	136327476	136359605
1327514	DNLZ	chr9	136359480	136363744
1327535	CARD9	chr9	136361903	136373681
1327671	SNAPC4	chr9	136375577	136400168
1327754	ENTR1	chr9	136401922	136410614
1327878	PMPCA	chr9	136410641	136423761
1328005	INPP5E	chr9	136428619	136439845
1328033	SEC16A	chr9	136440096	136483759
1328418	C9orf163	chr9	136483495	136486067
1328423	NOTCH1	chr9	136494433	136546048
1328523	AL592301.1	chr9	136542881	136543835
1328527	NALT1	chr9	136546212	136549893
1328535	AL590226.2	chr9	136612024	136617181
1328548	AL590226.1	chr9	136648610	136660421
1328552	EGFL7	chr9	136658856	136672678
1328679	AGPAT2	chr9	136673143	136687457
1328739	DIPK1B	chr9	136712572	136724742
1328766	SNHG7	chr9	136721366	136728184
1328799	LCN10	chr9	136738167	136743356
1328894	LCN6	chr9	136744017	136748525
1328947	LCN8	chr9	136754386	136758543
1329002	LCN15	chr9	136759634	136766255
1329034	TMEM141	chr9	136791344	136793317
1329075	CCDC183	chr9	136796338	136807741
1329186	CCDC183-AS1	chr9	136803927	136808848
1329193	RABL6	chr9	136807943	136841187
1329440	AJM1	chr9	136844415	136848801
1329447	PHPT1	chr9	136848724	136851027
1329491	MAMDC4	chr9	136850943	136860799
1329663	EDF1	chr9	136862119	136866308
1329707	TRAF2	chr9	136881912	136926607
1329798	AL807752.5	chr9	136937169	136937988
1329801	FBXW5	chr9	136940435	136944738
1329899	C8G	chr9	136945185	136946975
1329957	LCN12	chr9	136949551	136955497
1330060	LINC02692	chr9	136969243	136971990
1330066	PTGDS	chr9	136975092	136981742
1330157	LCNL1	chr9	136981904	136986410
1330180	PAXX	chr9	136992422	136993984
1330237	CLIC3	chr9	136994608	136996568
1330266	ABCA2	chr9	137007234	137028922
1331066	C9orf139	chr9	137027464	137037957
1331082	FUT7	chr9	137030174	137033010
1331092	NPDC1	chr9	137039463	137046179
1331156	ENTPD2	chr9	137048107	137054061
1331212	AL807752.4	chr9	137052662	137053375
1331216	AL807752.2	chr9	137057663	137062461
1331220	SAPCD2	chr9	137062127	137070557
1331238	AL807752.3	chr9	137063535	137064581
1331242	UAP1L1	chr9	137077517	137084539
1331301	MAN1B1-DT	chr9	137084946	137086817
1331304	MAN1B1	chr9	137086985	137109183
1331504	DPP7	chr9	137110546	137115177
1331659	GRIN1	chr9	137139154	137168756
1332052	LRRC26	chr9	137168758	137170051
1332062	TMEM210	chr9	137170858	137172409
1332096	ANAPC2	chr9	137174784	137188560
1332155	SSNA1	chr9	137188660	137190370
1332184	TPRN	chr9	137191617	137204193
1332214	TMEM203	chr9	137204082	137205648
1332222	NDOR1	chr9	137205685	137217009
1332365	BX255925.3	chr9	137217452	137219361
1332373	RNF208	chr9	137220247	137221581
1332390	CYSRT1	chr9	137224635	137226315
1332409	RNF224	chr9	137227271	137229638
1332421	SLC34A3	chr9	137230757	137236554
1332484	TUBB4B	chr9	137241287	137243707
1332502	FAM166A	chr9	137243584	137247770
1332538	STPG3-AS1	chr9	137250219	137253497
1332544	STPG3	chr9	137251261	137253483
1332647	NELFB	chr9	137255327	137273542
1332708	TOR4A	chr9	137277726	137282641
1332718	BX255925.1	chr9	137293868	137295721
1332721	BX255925.4	chr9	137294935	137300189
1332727	NRARP	chr9	137299631	137302271
1332735	EXD3	chr9	137306896	137423211
1332956	NOXA1	chr9	137423350	137434406
1333019	ENTPD8	chr9	137434364	137441816
1333111	NSMF	chr9	137447573	137459334
1333361	PNPLA7	chr9	137459952	137550402
1333563	MRPL41	chr9	137551879	137552555
1333573	DPH7	chr9	137554444	137578925
1333675	ZMYND19	chr9	137582081	137590512
1333696	ARRDC1	chr9	137605685	137615360
1333806	ARRDC1-AS1	chr9	137615332	137618906
1333820	EHMT1	chr9	137618992	137870016
1334552	AL772363.1	chr9	137867925	137892570
1334562	CACNA1B	chr9	137877782	138124624
1335160	AL954642.1	chr9	138199933	138203325
1335164	AC215217.1	chr10	14061	16544
1335171	TUBB8	chr10	46892	74163
1335250	ZMYND11	chr10	134465	254637
1335710	DIP2C	chr10	274190	689668
1335976	AL669841.1	chr10	437561	441170
1335980	AL358216.1	chr10	628638	631255
1335984	PRR26	chr10	649948	669581
1336020	AL157709.1	chr10	743992	744958
1336024	LARP4B	chr10	806914	931705
1336203	AL359878.2	chr10	933026	942743
1336208	AL359878.1	chr10	971146	988341
1336214	GTPBP4	chr10	988434	1019932
1336287	IDI2	chr10	1018910	1025859
1336303	IDI2-AS1	chr10	1022630	1045425
1336338	IDI1	chr10	1039152	1049170
1336387	WDR37	chr10	1049538	1132384
1336563	LINC00200	chr10	1159768	1289426
1336589	ADARB2	chr10	1177313	1737525
1336654	AL392083.2	chr10	1201406	1208389
1336658	AL392083.1	chr10	1290018	1293002
1336661	AL513304.1	chr10	1361001	1361637
1336665	ADARB2-AS1	chr10	1526637	1556984
1336673	AL355597.1	chr10	1957589	1960190
1336677	LINC00700	chr10	1989076	2015005
1336720	AL441943.1	chr10	2071845	2081097
1336724	AL441943.2	chr10	2150480	2169460
1336733	LINC02662	chr10	2169140	2189512
1336745	LINC00701	chr10	2305083	2315075
1336750	LINC02645	chr10	2368561	2502200
1336809	AL713851.2	chr10	2499721	2500570
1336813	AL713851.1	chr10	2501600	2618739
1336842	AL355361.1	chr10	2724819	2728267
1336846	AL731533.1	chr10	3009976	3013111
1336851	AL731533.3	chr10	3042535	3047083
1336855	AL731533.2	chr10	3065424	3066001
1336858	PFKP	chr10	3066333	3137718
1337085	PITRM1	chr10	3137728	3172841
1337362	PITRM1-AS1	chr10	3141632	3167972
1337378	LINC02668	chr10	3200829	3277649
1337410	AL451164.1	chr10	3223816	3227407
1337415	AL139280.1	chr10	3263346	3267216
1337420	AL139280.2	chr10	3296338	3298137
1337424	AL356433.1	chr10	3397505	3400180
1337429	LINC02669	chr10	3433508	3502915
1337541	AL357833.1	chr10	3532094	3556314
1337552	AL450322.2	chr10	3748966	3763712
1337568	AL450322.1	chr10	3767915	3768751
1337572	KLF6	chr10	3775996	3785281
1337621	AL513303.1	chr10	3809835	3816169
1337627	LINC02639	chr10	3833950	3834728
1337631	LINC02660	chr10	3911889	3935817
1337655	AC025822.1	chr10	4024903	4053018
1337687	AC025822.2	chr10	4051726	4089013
1337693	LINC00702	chr10	4201141	4243912
1337747	LINC00703	chr10	4384246	4410614
1337757	AC022535.1	chr10	4415305	4426179
1337763	AC022535.3	chr10	4437102	4448692
1337767	AC022535.2	chr10	4497449	4515244
1337773	MANCR	chr10	4650158	4678185
1337799	LINC00705	chr10	4655427	4682722
1337844	AC018978.1	chr10	4747846	4785100
1337850	AKR1E2	chr10	4786629	4848062
1338048	AKR1C1	chr10	4963253	4983283
1338116	AKR1C2	chr10	4987400	5018031
1338222	AL391427.1	chr10	4995488	4997380
1338231	AKR1C3	chr10	5035354	5107686
1338349	AKR1C8P	chr10	5154140	5185187
1338418	AKR1C4	chr10	5195462	5218949
1338472	AL355303.2	chr10	5215408	5217014
1338476	AL355303.1	chr10	5234358	5263408
1338480	LINC02561	chr10	5266033	5271236
1338484	UCN3	chr10	5364966	5374692
1338494	TUBAL3	chr10	5393101	5404828
1338521	NET1	chr10	5412557	5459056
1338599	CALML5	chr10	5498697	5499570
1338607	CALML3-AS1	chr10	5510036	5526246
1338624	CALML3	chr10	5524961	5526771
1338632	AL732437.1	chr10	5524976	5525742
1338636	AL732437.3	chr10	5549637	5554329
1338655	AL732437.2	chr10	5563295	5566881
1338659	LINC02657	chr10	5594984	5632435
1338671	LINC02678	chr10	5608475	5610793
1338678	LINC02677	chr10	5616626	5632499
1338688	ASB13	chr10	5638867	5666595
1338738	TASOR2	chr10	5684838	5763740
1338902	AL365356.1	chr10	5712174	5744067
1338909	GDI2	chr10	5765223	5842132
1339052	AL596094.1	chr10	5813985	5814441
1339056	ANKRD16	chr10	5861616	5889906
1339119	FBH1	chr10	5890203	5937594
1339326	AL137186.2	chr10	5934270	5945900
1339336	IL15RA	chr10	5943639	5978187
1339667	IL2RA	chr10	6010689	6062370
1339744	AL137186.1	chr10	6025978	6036427
1339749	RBM17	chr10	6089034	6117457
1339891	PFKFB3	chr10	6144934	6254644
1340431	AL157395.1	chr10	6197612	6202693
1340435	LINC02649	chr10	6271169	6353827
1340467	LINC02656	chr10	6350316	6352762
1340470	PRKCQ	chr10	6427143	6580301
1340628	PRKCQ-AS1	chr10	6580419	6616921
1340743	LINC02648	chr10	6618716	6625346
1340749	LINP1	chr10	6709530	6740532
1340766	LINC00706	chr10	6774307	6779180
1340770	LINC00707	chr10	6779549	6879450
1340820	AL392086.3	chr10	6824275	7118469
1340873	LINC02665	chr10	7096216	7097675
1340878	SFMBT2	chr10	7158624	7411486
1341003	LINC02642	chr10	7444340	7472040
1341021	AL445070.1	chr10	7533207	7536565
1341026	ITIH5	chr10	7559270	7666998
1341160	ITIH2	chr10	7703316	7749520
1341287	KIN	chr10	7750962	7787993
1341354	ATP5F1C	chr10	7788147	7807815
1341449	TAF3	chr10	7818505	8016631
1341469	GATA3	chr10	8045378	8075198
1341524	GATA3-AS1	chr10	8050450	8053484
1341542	AL390294.1	chr10	8051541	8053084
1341547	LINC00708	chr10	8259331	8268342
1341563	AL390835.1	chr10	8298897	8301667
1341567	AC025946.1	chr10	8400860	8461863
1341573	LINC02676	chr10	8897989	8914596
1341579	AC044784.1	chr10	8970125	8973468
1341583	LINC00709	chr10	9275833	9287057
1341587	AL138773.1	chr10	9292842	9309772
1341597	LINC02663	chr10	9758783	9878060
1341608	LINC02670	chr10	10058722	10063502
1341614	AL354916.1	chr10	10326875	10337876
1341620	AL583859.1	chr10	10365180	10366487
1341624	CELF2-DT	chr10	10369809	10462361
1341656	AL583859.3	chr10	10400340	10404203
1341660	SFTA1P	chr10	10784437	10795047
1341717	CELF2	chr10	10798397	11336675
1342249	LINC00710	chr10	10917866	10952234
1342643	AL136369.2	chr10	10960148	10970816
1342648	AL136369.1	chr10	11010164	11011119
1342652	AL162408.1	chr10	11030334	11030868
1342656	CELF2-AS2	chr10	11071541	11105773
1342753	AL136320.1	chr10	11168922	11171376
1342757	CELF2-AS1	chr10	11316833	11319884
1342761	USP6NL	chr10	11453946	11611754
1342879	AL512631.2	chr10	11611305	11612227
1342882	AL512631.1	chr10	11679675	11680514
1342885	ECHDC3	chr10	11742366	11764070
1342934	PROSER2	chr10	11823339	11872277
1342984	PROSER2-AS1	chr10	11849608	11894700
1342997	UPF2	chr10	11920022	12043170
1343146	DHTKD1	chr10	12068954	12123221
1343229	SEC61A2	chr10	12129637	12169961
1343498	NUDT5	chr10	12165330	12196144
1343665	CDC123	chr10	12195965	12250589
1343807	AL512770.1	chr10	12244751	12247845
1343814	CAMK1D	chr10	12349482	12835545
1343891	AL731559.1	chr10	12563151	12567351
1343895	AL353586.1	chr10	12877459	12965275
1343902	CCDC3	chr10	12896625	13099652
1343933	OPTN	chr10	13099449	13138308
1344203	MCM10	chr10	13161554	13211104
1344356	UCMA	chr10	13221766	13234374
1344385	PHYH	chr10	13277796	13302412
1344492	SEPHS1	chr10	13317428	13348298
1344585	AL355870.2	chr10	13391347	13400706
1344589	AL355870.1	chr10	13415202	13423133
1344593	BEND7	chr10	13438484	13528974
1344691	AL590677.1	chr10	13528516	13530262
1344695	PRPF18	chr10	13586939	13630859
1344761	AL157392.3	chr10	13631143	13668445
1345074	FRMD4A	chr10	13643706	14462142
1345330	AL157392.4	chr10	13675646	13675990
1345333	AL157392.1	chr10	13710415	13712054
1345337	AL157392.2	chr10	13729383	13756200
1345342	AC044781.1	chr10	13991815	14007526
1345347	AL157896.1	chr10	14074284	14087605
1345352	AL139405.1	chr10	14372001	14377586
1345357	FAM107B	chr10	14518557	14774897
1345678	AL158168.1	chr10	14652689	14661691
1345689	CDNF	chr10	14819245	14838575
1345734	HSPA14	chr10	14838160	14847018
1345781	HSPA14	chr10	14838306	14871741
1345834	AC069544.1	chr10	14877688	14878686
1345837	SUV39H2	chr10	14878820	14904315
1345944	DCLRE1C	chr10	14897359	14954432
1346341	MEIG1	chr10	14959388	14988050
1346373	OLAH	chr10	15032227	15073852
1346481	ACBD7	chr10	15075475	15088776
1346500	RPP38-DT	chr10	15095385	15097319
1346504	RPP38	chr10	15097180	15139818
1346571	NMT2	chr10	15102584	15168693
1346646	FAM171A1	chr10	15211643	15371289
1346683	AL607028.1	chr10	15237492	15241767
1346687	ITGA8	chr10	15513954	15719922
1346761	MINDY3	chr10	15778170	15860507
1346868	LINC02654	chr10	16276871	16295858
1346931	PTER	chr10	16436943	16513745
1346991	C1QL3	chr10	16513734	16521879
1347012	AL353576.1	chr10	16521714	16539737
1347028	RSU1	chr10	16590611	16817463
1347113	AC073367.1	chr10	16721352	16748377
1347118	AL365215.2	chr10	16817699	16821207
1347123	CUBN	chr10	16823966	17129817
1347302	AC067747.1	chr10	17137336	17137585
1347305	TRDMT1	chr10	17137336	17202054
1347467	VIM-AS1	chr10	17214239	17229985
1347483	VIM	chr10	17228241	17237593
1347600	AL133415.1	chr10	17233325	17234833
1347604	ST8SIA6	chr10	17315421	17454595
1347658	ST8SIA6-AS1	chr10	17386919	17445758
1347685	HACD1	chr10	17589032	17617374
1347745	STAM-AS1	chr10	17641284	17643878
1347748	STAM	chr10	17644151	17716824
1347823	AC069542.1	chr10	17695709	17700232
1347828	TMEM236	chr10	17752201	17800868
1347842	MRC1	chr10	17809348	17911164
1347908	AC069023.1	chr10	17862887	17865471
1347912	SLC39A12	chr10	17951839	18043292
1348033	SLC39A12-AS1	chr10	18001786	18010562
1348045	CACNB2	chr10	18140677	18543557
1348734	AL390783.1	chr10	18206127	18261504
1348755	AL450384.2	chr10	18513115	18545651
1348765	AL450384.1	chr10	18531849	18533336
1348769	NSUN6	chr10	18545561	18659285
1348839	ARL5B	chr10	18659431	18681639
1348857	AL512641.1	chr10	18710269	18748342
1348871	MALRD1	chr10	19048801	19790401
1349054	AL590378.1	chr10	19290223	19291480
1349058	AL157895.1	chr10	19710328	19728550
1349079	AL353147.1	chr10	19812372	19816278
1349083	PLXDC2	chr10	19816239	20289856
1349162	AC069549.1	chr10	20070805	20091784
1349166	AC069549.2	chr10	20095125	20099664
1349173	NEBL	chr10	20779973	21174187
1349341	C10orf113	chr10	21125763	21146559
1349365	NEBL-AS1	chr10	21174014	21175048
1349372	LINC02643	chr10	21340233	21372950
1349379	MIR1915HG	chr10	21492658	21497260
1349383	SKIDA1	chr10	21513475	21526368
1349415	MLLT10	chr10	21524646	21743630
1349959	AL358780.1	chr10	21526568	21526863
1349962	DNAJC1	chr10	21756548	22003769
1350019	AL359697.1	chr10	21865335	21865921
1350022	EBLN1	chr10	22208814	22210021
1350030	AL157831.2	chr10	22218074	22221168
1350033	AL157831.3	chr10	22230826	22232973
1350037	AL158211.1	chr10	22257786	22258548
1350040	COMMD3	chr10	22316386	22320306
1350186	BMI1	chr10	22321099	22331484
1350284	AL158211.4	chr10	22332404	22332987
1350287	AL158211.2	chr10	22332587	22332981
1350290	AL158211.3	chr10	22340377	22340615
1350293	SPAG6	chr10	22345445	22454224
1350437	AL513128.1	chr10	22361172	22413067
1350441	AL513128.3	chr10	22439954	22479480
1350450	AL513128.2	chr10	22475455	22478026
1350458	PIP4K2A	chr10	22534854	22714578
1350562	ARMC3	chr10	22928024	23038523
1350789	AL139815.1	chr10	22964926	23133804
1350809	MSRB2	chr10	23095579	23122013
1350841	PTF1A	chr10	23192312	23194245
1350886	C10orf67	chr10	23201916	23344845
1351006	AL606469.1	chr10	23343957	23345181
1351010	OTUD1	chr10	23439458	23442390
1351017	AL512603.2	chr10	23443036	23529801
1351022	AL512603.1	chr10	23575012	23586224
1351028	KIAA1217	chr10	23694746	24547848
1351463	AL356113.1	chr10	24410183	24416459
1351467	ARHGAP21	chr10	24583609	24723887
1351871	AL157385.2	chr10	24816331	24822950
1351875	PRTFDC1	chr10	24848614	24952606
1351933	AL512598.1	chr10	24953241	24953513
1351936	ENKUR	chr10	24981979	25062279
1352016	THNSL1	chr10	25016612	25026664
1352039	LINC01516	chr10	25113058	25161236
1352048	GPR158-AS1	chr10	25158072	25176276
1352052	GPR158	chr10	25174802	25602229
1352117	LINC00836	chr10	25651712	25732935
1352226	AL358612.1	chr10	25924448	25933710
1352232	MYO3A	chr10	25934229	26212532
1352488	GAD2	chr10	26216665	26304558
1352620	APBB1IP	chr10	26438341	26567803
1352672	AL390961.1	chr10	26643228	26645016
1352676	PDSS1	chr10	26697701	26746798
1352737	AL390961.2	chr10	26717635	26718778
1352741	ABI1	chr10	26746593	26861087
1353046	ANKRD26	chr10	26991914	27100498
1353223	YME1L1	chr10	27110112	27155266
1353472	MASTL	chr10	27154824	27186924
1353567	ACBD5	chr10	27195214	27242130
1353786	AL160291.1	chr10	27243130	27250804
1353790	LINC02673	chr10	27343436	27344917
1353794	RAB18	chr10	27504174	27542237
1353914	LINC02680	chr10	27564430	27594588
1353920	MKX	chr10	27672874	27746060
1353979	MKX-AS1	chr10	27744786	27767794
1353987	ARMC4	chr10	27775186	27999079
1354251	AL390866.1	chr10	27999788	28049615
1354257	MPP7	chr10	28050993	28334486
1354465	AL355501.1	chr10	28263703	28265175
1354469	MPP7-DT	chr10	28303300	28307658
1354474	LINC02652	chr10	28433008	28495813
1354479	WAC-AS1	chr10	28522652	28533066
1354492	WAC	chr10	28532493	28623112
1354877	BAMBI	chr10	28677510	28682932
1354892	LINC01517	chr10	28743506	28941910
1355002	AL355376.1	chr10	28743745	28744663
1355006	LINC00837	chr10	28789188	28796113
1355028	LYZL1	chr10	29289061	29318328
1355073	AL158167.1	chr10	29373027	29409366
1355078	SVIL	chr10	29457338	29736781
1355395	JCAD	chr10	30012803	30115494
1355416	AL353796.1	chr10	30302826	30306066
1355419	MTPAP	chr10	30309801	30374448
1355494	AL353796.2	chr10	30309803	30312026
1355499	MAP3K8	chr10	30434021	30461833
1355600	AL590068.4	chr10	30529517	30554625
1355604	AL590068.1	chr10	30553854	30554483
1355608	AL590068.2	chr10	30576699	30580182
1355612	AL590068.3	chr10	30587706	30591092
1355618	LYZL2	chr10	30611779	30629762
1355649	LINC02644	chr10	30723251	30723740
1355653	ZNF438	chr10	30820207	31031937
1355835	AL359532.1	chr10	30831828	30833387
1355838	AL359546.1	chr10	31033089	31143813
1355843	LINC02664	chr10	31187715	31261910
1355858	ZEB1-AS1	chr10	31206278	31320447
1355892	ZEB1	chr10	31318495	31529814
1356215	AL161935.1	chr10	31602862	31606218
1356234	AL161935.3	chr10	31608500	31620862
1356239	MACORIS	chr10	31693084	31707388
1356243	ARHGAP12	chr10	31805398	31928876
1356495	KIF5B	chr10	32009015	32056425
1356559	AL158834.2	chr10	32266289	32269474
1356568	EPC1	chr10	32267751	32378798
1356751	AL158834.1	chr10	32281686	32282829
1356755	AL391839.2	chr10	32346499	32347179
1356759	AL391839.1	chr10	32347397	32374488
1356763	AL391839.3	chr10	32413499	32446061
1356768	CCDC7	chr10	32446140	32882874
1357250	AL365203.2	chr10	32887255	32889311
1357253	ITGB1	chr10	32900318	33005792
1357532	ITGB1-DT	chr10	32958437	33082102
1357550	IATPR	chr10	33096257	33116672
1357554	NRP1	chr10	33177492	33336262
1357888	AL121748.1	chr10	33211277	33213804
1357892	AL353600.1	chr10	33341655	33341905
1357895	AL353600.2	chr10	33384891	33390935
1357899	LINC02628	chr10	33578931	33600040
1357905	AL450313.1	chr10	33684755	33709868
1357915	LINC00838	chr10	33759713	33772702
1357938	LINC02629	chr10	33909238	33917804
1357945	PARD3	chr10	34109560	34815325
1358567	PARD3-AS1	chr10	34815767	34816386
1358571	LINC02635	chr10	34969881	34975578
1358582	CUL2	chr10	35008551	35090642
1358964	AL392046.1	chr10	35098006	35127020
1358979	CREM	chr10	35126791	35212958
1359574	AL117336.1	chr10	35210416	35210750
1359577	LINC02634	chr10	35219894	35230598
1359581	CCNY	chr10	35247025	35572669
1359755	AL117336.2	chr10	35314552	35336401
1359769	AL603824.1	chr10	35443411	35444569
1359773	AL121749.1	chr10	35604485	35608153
1359779	GJD4	chr10	35605341	35608935
1359789	FZD8	chr10	35638249	35642278
1359797	AL121749.2	chr10	35641097	35647826
1359803	PCAT5	chr10	35778302	35800920
1359808	LINC02630	chr10	35896874	35898963
1359812	AL355300.1	chr10	36089086	36089389
1359816	AL590730.1	chr10	36438616	36442392
1359824	AL390061.1	chr10	36940109	36943932
1359828	ANKRD30A	chr10	37125725	37384111
1360158	AL157387.1	chr10	37240887	37242049
1360163	MTRNR2L7	chr10	37601440	37602974
1360171	AL132657.1	chr10	37775371	37784131
1360176	ZNF248	chr10	37776526	37858106
1360331	AL132657.2	chr10	37791580	37791937
1360334	AL135791.1	chr10	37857740	37859110
1360338	ZNF25	chr10	37949573	37976647
1360372	ZNF25-DT	chr10	37976825	37992467
1360377	ZNF33A	chr10	38010650	38065088
1360481	ZNF37A	chr10	38094334	38150293
1360559	AL117339.4	chr10	38137337	38144399
1360562	AL133216.1	chr10	38453181	38466176
1360567	IGKV1OR10-1	chr10	42185339	42185791
1360571	LINC00839	chr10	42475480	42495337
1360614	ZNF33B	chr10	42574185	42638570
1360684	AL022345.4	chr10	42638314	42645542
1360688	LINC01518	chr10	42644445	42691723
1360709	LINC02632	chr10	42696012	42706453
1360718	AL022344.1	chr10	42751178	42754297
1360721	BMS1	chr10	42782795	42834937
1360773	LINC02623	chr10	42871521	42874060
1360777	LINC01264	chr10	42979017	42981507
1360782	RET	chr10	43077064	43130351
1361004	AC010864.1	chr10	43136824	43138334
1361007	CSGALNACT2	chr10	43138445	43185302
1361029	RASGEF1A	chr10	43194535	43266919
1361142	LINC02633	chr10	43323665	43327932
1361147	AC068707.1	chr10	43325833	43350792
1361152	FXYD4	chr10	43371636	43376335
1361212	HNRNPF	chr10	43385617	43409166
1361291	AL450326.1	chr10	43420738	43422100
1361295	ZNF487	chr10	43436841	43483181
1361364	ZNF239	chr10	43556344	43574618
1361410	AL450326.3	chr10	43583498	43596625
1361414	ZNF485	chr10	43606419	43617904
1361461	ZNF32-AS3	chr10	43628817	43674703
1361468	AL645634.2	chr10	43630882	43631564
1361472	ZNF32	chr10	43643860	43648881
1361498	ZNF32-AS1	chr10	43643872	43645047
1361502	ZNF32-AS2	chr10	43645942	43648019
1361507	AL645634.1	chr10	43665668	43667005
1361511	LINC02658	chr10	43777562	43778825
1361518	LINC00840	chr10	43778946	43901004
1361612	LINC02659	chr10	43900874	43912369
1361631	LINC00841	chr10	43909244	43981102
1361674	AL139237.1	chr10	43912444	43914236
1361678	AL137026.2	chr10	44259602	44261813
1361682	AL137026.1	chr10	44282489	44293998
1361696	C10orf142	chr10	44292569	44294649
1361715	AL137026.3	chr10	44296805	44310237
1361724	CXCL12	chr10	44370165	44386493
1361804	AL356157.3	chr10	44509708	44515421
1361809	AL356157.1	chr10	44591208	44602104
1361813	TMEM72-AS1	chr10	44793119	44959709
1361979	AL353801.2	chr10	44899614	44920220
1361984	TMEM72	chr10	44911316	44937010
1362017	AL353801.1	chr10	44937508	44955725
1362021	AL353801.3	chr10	44958917	44959458
1362024	RASSF4	chr10	44959407	44995891
1362154	DEPP1	chr10	44970981	44978809
1362174	C10orf25	chr10	44997698	45000888
1362178	ZNF22	chr10	45000923	45005326
1362188	AL358394.1	chr10	45164228	45181427
1362192	OR13A1	chr10	45302298	45315608
1362230	ALOX5	chr10	45374176	45446119
1362342	AL731567.1	chr10	45444570	45453121
1362347	MARCH8	chr10	45454585	45594906
1362435	ZFAND4	chr10	45615500	45672780
1362565	WASHC2C	chr10	45727200	45792961
1362988	AGAP4	chr10	45825594	45853875
1363104	TIMM23	chr10	45972489	46003742
1363124	NCOA4	chr10	46005088	46030714
1363296	MSMB	chr10	46033307	46048180
1363336	ANTXRL	chr10	46286345	46330207
1363495	ANXA8L1	chr10	46375627	46391784
1363631	LINC00842	chr10	46398362	46453306
1363637	NPY4R	chr10	46461099	46465958
1363658	GPRIN2	chr10	46549044	46555530
1363677	SYT15	chr10	46578217	46594173
1363769	AL356056.2	chr10	46580708	46598150
1363779	AL356056.1	chr10	46597918	46612154
1363808	LINC02637	chr10	46632387	46635472
1363814	FAM245B	chr10	46721002	46751738
1363827	PTPN20	chr10	46911396	47002488
1364380	GDF10	chr10	47300197	47313577
1364392	GDF2	chr10	47322454	47327588
